Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-06-12,46.450679779052734,46.87645943951271,46.25931727268128,46.39326993216043,73012800
2019-06-13,46.44111251831055,47.072606273434246,46.30955420885947,46.57267447769808,86698400
2019-06-14,46.10383605957031,46.307155751593456,45.52018207317705,45.81918484080178,75046000
2019-06-17,46.37892150878906,46.63486965392285,45.967493369838486,46.142109980575825,58676400
2019-06-18,47.46967697143555,47.90980815375586,46.69466416124891,46.8955931379687,106204000
2019-06-19,47.330955505371094,47.81175443967043,47.197002808231645,47.76391106217441,84496800
2019-06-20,47.71127700805664,47.986358104546575,47.36921593118183,47.92894825704651,86056000
2019-06-21,47.548614501953125,48.04376482331306,47.39791594328948,47.55339956808391,191202400
2019-06-24,47.50078201293945,47.87872199614494,47.40270821699431,47.49121187922274,72881600
2019-06-25,46.780784606933594,47.663437821269206,46.713804620677834,47.46489952077428,84281200
2019-06-26,47.792598724365234,48.07724991703019,47.206554083550465,47.30701856626707,104270000
2019-06-27,47.77825164794922,48.21599213856582,47.737587709468265,47.90980994600214,83598800
2019-06-28,47.3429069519043,47.720846929488616,47.13480217086817,47.524699340515674,124442400
2019-07-01,48.21120834350586,48.91446345681218,47.99592415477376,48.59871477331292,109012000
2019-07-02,48.49346923828125,48.58915232452939,48.16576333648064,48.17772417850372,67740800
2019-07-03,48.89533233642578,48.902508111863035,48.483904178318824,48.625032628500364,45448000
2019-07-05,48.852272033691406,49.055595395919944,48.534132619231094,48.641776546255905,69062000
2019-07-08,47.84523010253906,48.17532669133114,47.46011437400138,48.0341982544595,101354400
2019-07-09,48.13705825805664,48.20164023244244,47.555794939029724,47.64908366307894,82312000
2019-07-10,48.613059997558594,48.73266109242535,48.21359277869593,48.28296345768267,71588400
2019-07-11,48.25904846191406,48.890542184265826,48.24948197897164,48.63220334558516,80767200
2019-07-12,48.62981033325195,48.797251151333036,48.36668644059876,48.426486993480296,70380800
2019-07-15,49.08668899536133,49.24455968604115,48.797252704231944,48.81878002796971,67789600
2019-07-16,48.9168586730957,49.301974430162524,48.677656430195476,48.938385998971945,67467200
2019-07-17,48.64177703857422,49.05798660085317,48.622640421352486,48.80921787684371,56430000
2019-07-18,49.19432067871094,49.24694544973233,48.72548280504823,48.79724418825336,74162400
2019-07-19,48.4599723815918,49.395253851076205,48.404956898073856,49.225418684647934,83717200
2019-07-22,49.56747817993164,49.56986888785843,48.70395812670782,48.71352460835078,89111600
2019-07-23,49.95499038696289,49.97173629421098,49.5842262186613,49.86409602597792,73420800
2019-07-24,49.914329528808594,50.029145578681785,49.5555261792605,49.67512729577653,59966400
2019-07-25,49.5196418762207,50.05067106733842,49.45027119228103,49.96694883497979,55638400
2019-07-26,49.69186782836914,50.16787788464866,49.548345044101694,49.62967291854977,70475600
2019-07-29,50.15591812133789,50.385553851109734,49.859309714055385,49.864094780283324,86693600
2019-07-30,49.94063949584961,50.27073972938734,49.589011938368884,49.93585442943909,135742800
2019-07-31,50.95964431762695,52.95219944273716,50.54343475015479,51.768149068134655,277125600
2019-08-01,49.85691833496094,52.15326117014312,49.452669637980264,51.165354806371035,216071600
2019-08-02,48.802032470703125,49.37850698227008,48.2303393750456,49.16322646839944,163448400
2019-08-05,46.247344970703125,47.51750786269315,46.06555264216674,47.359637210251044,209572000
2019-08-06,47.122840881347656,47.3787890279519,46.4148006509655,46.957790753154114,143299200
2019-08-07,47.61080551147461,47.73519168066867,46.362173353172416,46.742503985009016,133457600
2019-08-08,48.660911560058594,48.68483324483393,47.69453608408315,47.888289320978814,108038000
2019-08-09,48.25992202758789,48.68491595492223,47.851730305039446,48.33435586806552,98478800
2019-08-12,48.137474060058594,48.51445025945154,47.81812584573982,47.93097835996543,89927600
2019-08-13,50.17601013183594,50.93716177711402,48.13746584722147,48.267127875565244,188874000
2019-08-14,48.68251037597656,49.568520645476625,48.64409173261856,48.78095677565512,146189600
2019-08-15,48.440006256103516,49.256382389403456,47.942974606430376,48.852997569788144,108909600
2019-08-16,49.58293151855469,49.74140568988817,48.944235250189195,49.04988469774485,110481600
2019-08-19,50.50736999511719,51.07883190639441,50.43053268655295,50.57219735243816,97654400
2019-08-20,50.509769439697266,51.22770292346297,50.50016660809505,50.63462823335315,107537200
2019-08-21,51.05721664428711,51.29972750063154,50.807502749106995,51.14125698244228,86141600
2019-08-22,51.01399230957031,51.48941113488219,50.603400826025755,51.18927233994728,89014800
2019-08-23,48.65611267089844,50.91555897861763,48.26233061738834,50.28646541152127,187272000
2019-08-26,49.580528259277344,49.748605248722136,49.237167578736795,49.429257136875236,104174400
2019-08-27,49.02107620239258,50.075163637483826,48.869805058122104,49.909486415436,103493200
2019-08-28,49.35002136230469,49.39564304574739,48.819378019890564,49.00666433648422,63755200
2019-08-29,50.185611724853516,50.26004923163214,49.621352927714746,50.06315640226348,83962000
2019-08-30,50.12078094482422,50.5313687808023,49.751007883111264,50.46173818969739,84573600
2019-09-03,49.39084243774414,49.69818428979416,49.03547910827453,49.56612247903739,80092000
2019-09-04,50.22883224487305,50.29846283883695,49.77982574387522,50.036742667870506,76752400
2019-09-05,51.21088409423828,51.376561303793046,50.78588651283309,50.90354224548307,95654800
2019-09-06,51.20608901977539,51.484618759601176,51.02600570478871,51.395778829958495,77449200
2019-09-09,51.424591064453125,51.96964425782235,50.680248893016675,51.58546505309072,109237600
2019-09-10,52.032066345214844,52.05127566981013,50.833914491991756,51.3501518092004,127111600
2019-09-11,53.686431884765625,53.71524770381324,52.27938090410862,52.36102145030546,177158400
2019-09-12,53.56637954711914,54.365949877044244,53.51115502500784,53.976971102844466,128906800
2019-09-13,52.5243034362793,53.01412847110816,52.10891225668283,52.824442313058036,159053200
2019-09-16,52.800411224365234,52.85563939626761,52.2385523233491,52.279370756622576,84632400
2019-09-17,52.99251174926758,53.02132756869173,52.61313582378596,52.81483190453855,73274800
2019-09-18,53.48953628540039,53.508745607854166,52.68996609930479,53.07894480353371,101360000
2019-09-19,53.05493927001953,53.72724727960935,52.91327096589523,53.307052941713785,88242400
2019-09-20,52.27937316894531,53.439109875358426,52.21694562055294,53.15578062057358,221652400
2019-09-23,52.51708984375,52.78601305088982,52.26016925822585,52.57231436011538,76662000
2019-09-24,52.26736831665039,53.42230547207564,52.14971625438767,53.07174174905982,124763200
2019-09-25,53.07174301147461,53.18459549366252,52.13771121007937,52.476268656643114,87613600
2019-09-26,52.79802703857422,53.05014441394907,52.54350987128694,52.824439404828816,75334000
2019-09-27,52.54111099243164,53.05494858356497,52.17133785844145,52.95409870061891,101408000
2019-09-30,53.777679443359375,53.924147350243985,53.01412429579234,53.04053666142086,103909600
2019-10-01,53.926551818847656,54.798156296373676,53.832908635098924,54.04180778638815,139223200
2019-10-02,52.57472229003906,53.68403427770665,52.32740451351937,53.559175493563515,138449200
2019-10-03,53.02132797241211,53.05494337549281,51.65509540469614,52.447459000713295,114426000
2019-10-04,54.507598876953125,54.622854799302026,53.75845370070148,54.17864796678167,138478800
2019-10-07,54.51962661743164,55.20874431260177,54.2266907778266,54.329940457591334,122306000
2019-10-08,53.88092803955078,54.75973552309099,53.86412216814556,54.22188901725137,111820000
2019-10-09,54.51240921020508,54.69489228194408,54.17865501059328,54.51240921020508,74770400
2019-10-10,55.24715042114258,55.331190753868945,54.577242206069194,54.72850967565127,113013600
2019-10-11,56.71663284301758,57.059989886560345,55.78019754791175,55.93386847365883,166795600
2019-10-14,56.6349983215332,57.17765169810714,56.34686576310509,56.40209028471779,96427600
2019-10-15,56.50294494628906,57.06240057658288,56.39729547769647,56.75986191418055,87360000
2019-10-16,56.27482604980469,56.48372515630135,55.99389655879597,56.034714997954104,73903200
2019-10-17,56.49333572387695,56.702231195180964,56.07074153370897,56.447714031568175,67585200
2019-10-18,56.76466751098633,57.04559706565765,56.25562947432122,56.32766353896111,97433600
2019-10-21,57.74911117553711,57.864367125177715,56.9831599524487,57.0311814328969,87247200
2019-10-22,57.61703872680664,58.15488503648586,57.535398200113306,57.90517120182096,82293600
2019-10-23,58.390193939208984,58.404603677474306,57.91957840903341,58.13087727128554,75828800
2019-10-24,58.48625183105469,58.7791876143368,58.06125423337426,58.70955335592496,69275200
2019-10-25,59.20658874511719,59.242603940499954,58.31817850890162,58.38540931615225,73477200
2019-10-28,59.799659729003906,59.84768120784419,59.24020052419486,59.408277532037836,96572800
2019-10-29,58.4166145324707,59.967733495416816,58.24373795075097,59.7804471734003,142839600
2019-10-30,58.409420013427734,58.89924866845541,57.91719523037346,58.769586633499244,124522000
2019-10-31,59.73002624511719,59.82847265948915,56.96874904224295,59.365060070154456,139162000
2019-11-01,61.425209045410156,61.45161774300314,59.82606861277858,59.91730831812791,151125200
2019-11-04,61.82859802246094,61.912638359081036,61.31956374708165,61.78777591806556,103272000
2019-11-05,61.73976516723633,61.994282334049466,61.5452757723623,61.720552176754836,79897600
2019-11-06,61.766170501708984,61.82619827037496,61.317163964504836,61.65331800351261,75864400
2019-11-07,62.479026794433594,62.700595407259684,62.16112687805122,62.31285217221587,94940400
2019-11-08,62.6500244140625,62.72227105623637,61.85768527338709,62.30081516113781,69986400
2019-11-11,63.14613342285156,63.211155396483534,62.202069046791834,62.20688303941407,81821200
2019-11-12,63.08833312988281,63.28822775645039,62.837873203264316,62.989591152239775,87388800
2019-11-13,63.69282913208008,63.7674864521532,62.87400193315638,62.88845126287323,102734400
2019-11-14,63.25210952758789,63.79157076632971,63.12205821124544,63.51942947548323,89182800
2019-11-15,64.00350952148438,64.00832351523762,63.34122157477898,63.502574886013555,100206400
2019-11-18,64.32620239257812,64.40567368628587,63.635016010866224,64.01311651070851,86703200
2019-11-19,64.13114929199219,64.5429699152776,63.9144019823477,64.51888524762629,76167200
2019-11-20,63.384552001953125,64.0805524112698,62.71262890433902,63.95050846949165,106234400
2019-11-21,63.10036087036133,63.58202461234437,62.90046630165933,63.50495664972178,121395200
2019-11-22,63.04498291015625,63.382146145276415,62.81860030594543,63.24005618724747,65325200
2019-11-25,64.15038299560547,64.16724299013734,63.223178841221305,63.26893748374765,84020400
2019-11-26,63.649452209472656,64.34063844862932,63.21836113659471,64.28765514721636,105207600
2019-11-27,64.5044174194336,64.53813741439751,63.89511298558591,63.96013495495072,65235600
2019-11-29,64.36233520507812,64.54295915794552,64.03721061999535,64.20579591584789,46617600
2019-12-02,63.6181526184082,64.60315416150887,63.44716403527394,64.36713626465993,94487200
2019-12-03,62.48383331298828,62.50309662928651,61.72280370111022,62.20928144590071,114430400
2019-12-04,63.03533935546875,63.41344720358199,62.78005812862185,62.87398609773291,67181600
2019-12-05,63.96013259887695,64.03479724931714,63.27376756537875,63.52904879073454,74424400
2019-12-06,65.19562530517578,65.26546863947017,64.37438734550834,64.41774268897909,106075600
2019-12-09,64.28284454345703,65.21726600459068,63.79877014365754,65.02460345272102,128042400
2019-12-10,64.6585693359375,65.04149128263923,64.0275834068731,64.68746799612504,90420400
2019-12-11,65.2100830078125,65.28956168970447,64.66339697163997,64.73805430941124,78756800
2019-12-12,65.3762435913086,65.64116022447391,64.3792030714425,64.48998371818132,137310400
2019-12-13,66.26490020751953,66.30102352499274,65.248589228168,65.37622984964455,133587600
2019-12-16,67.39920806884766,67.623187308464,66.70561841103523,66.71043240289573,128186000
2019-12-17,67.53167724609375,67.85920511821561,67.14393404643634,67.32937932220554,114158400
2019-12-18,67.37033081054688,67.89052873128885,67.22101616979477,67.38478014032236,116028400
2019-12-19,67.43775939941406,67.71712534090744,67.1800748008847,67.31252943237541,98369200
2019-12-20,67.29806518554688,68.0711335089849,67.08613194245461,67.9699882290766,275978000
2019-12-23,68.3962631225586,68.45647110065944,67.52204210459728,67.56057609253462,98572000
2019-12-24,68.4612808227539,68.61060277279962,68.136163640974,68.56243345348084,48478800
2019-12-26,69.819580078125,69.83644007577118,68.56484788189442,68.59374653522693,93121200
2019-12-27,69.7930908203125,70.79736320865955,69.38849493923185,70.11099073385043,146266000
2019-12-30,70.20732116699219,70.4890977572307,68.69008295692782,69.71120798213394,144114400
2019-12-31,70.72028350830078,70.72750817106555,69.72564661991683,69.82438857743935,100805600
2020-01-02,72.33387756347656,72.39408555090253,71.0911838210517,71.34405442839761,135480400
2020-01-03,71.63066101074219,72.38928035156616,71.40668901147588,71.56322834377139,146322800
2020-01-06,72.20140838623047,72.23994237629597,70.50354624985978,70.75401351048198,118387200
2020-01-07,71.86186218261719,72.46634548952974,71.64270418623039,72.2110641639823,108872000
2020-01-08,73.01783752441406,73.31887745373415,71.56562119935828,71.56562119935828,132079200
2020-01-09,74.56878662109375,74.76144921222713,73.7427349209394,73.99319481949146,170108400
2020-01-10,74.73737335205078,75.30092656417412,74.23644614635045,74.8024026801614,140644800
2020-01-13,76.33407592773438,76.36057125816924,74.9348431957367,75.05285582286368,121532000
2020-01-14,75.30332946777344,76.48100118582082,75.18051017572739,76.27147857331117,161954400
2020-01-15,74.9805908203125,75.98245224534158,74.54949973066661,75.10341742145754,121923600
2020-01-16,75.91985321044922,76.03064118697364,75.16123412136378,75.52248200660513,108829200
2020-01-17,76.76036071777344,76.7627640392473,75.86205500785368,76.16790890123319,137816400
2020-01-21,76.24015045166016,76.83018415127219,76.10287451536945,76.38946504217743,110843200
2020-01-22,76.51229858398438,77.06379835057774,76.41837061392836,76.72422448512405,101832400
2020-01-23,76.88078308105469,76.96025438766408,76.01860061750638,76.56529382668359,104472000
2020-01-24,76.65922546386719,77.86819933392093,76.46896614550444,77.12644008388187,146537600
2020-01-27,74.40503692626953,75.08417746726008,73.42484908589569,74.67235687385795,161940000
2020-01-28,76.50989532470703,76.68088393464757,75.18531972883665,75.28406170066347,162234000
2020-01-29,78.11144256591797,78.95676515736241,77.39858197163568,78.13793790519387,216229200
2020-01-30,77.99823760986328,78.05122092954578,76.76517927864235,77.19627050016777,126743200
2020-01-31,74.5399169921875,77.71167041513803,74.24610164905711,77.29021440201876,199588400
2020-02-03,74.33518981933594,75.4984048922783,72.78423148900761,73.28515870612867,173788400
2020-02-04,76.78925323486328,76.97951249486786,75.53211041551288,75.93670624597806,136616400
2020-02-05,77.41542053222656,78.21257356762338,76.81334075627086,77.91393700101683,118826800
2020-02-06,78.32093811035156,78.32334878116308,77.12882464602528,77.68514573263211,105425600
2020-02-07,77.25636291503906,78.06989154294402,76.76631409771366,77.82124622907054,117684000
2020-02-10,77.623291015625,77.623291015625,75.7644885208781,75.8441484328751,109348800
2020-02-11,77.15496063232422,78.19058359645562,76.93769897957516,78.11816550122239,94323200
2020-02-12,78.98722839355469,78.9920538114317,77.60398368209574,77.60398368209574,113730400
2020-02-13,78.42475891113281,78.7506551305069,78.05782821966719,78.26060628866534,94747600
2020-02-14,78.44408416748047,78.69272952184373,77.93713525426901,78.39338411922328,80113600
2020-02-18,77.0077133178711,77.1887659353896,75.94794846047884,76.12900107799734,152531200
2020-02-19,78.12299346923828,78.3523297233802,77.24911404532844,77.24911404532844,93984000
2020-02-20,77.321533203125,78.3716398349872,76.81700080414447,77.88400744802773,100566000
2020-02-21,75.57136535644531,77.35775721221363,74.95578935685651,76.91598466630131,129554000
2020-02-24,71.98169708251953,73.43011814732492,69.8211400810818,71.75960997813098,222195200
2020-02-25,69.54351043701172,73.03179362770307,69.07277807692655,72.65037937541128,230673600
2020-02-26,70.646728515625,71.90927139616765,69.16209855410392,69.16934036398257,198054800
2020-02-27,66.0286865234375,69.04140503149553,65.89350114490772,67.85852928583456,320605600
2020-02-28,65.99005889892578,67.20915102510166,61.88861568726967,62.103468343907636,426510000
2020-03-02,72.1338119506836,72.76870462226823,67.04261071140881,68.143410581141,341397200
2020-03-03,69.8428726196289,73.38667475068135,68.99312746023453,73.30701482551375,319475600
2020-03-04,73.08250427246094,73.2418314905751,70.76261982320094,71.56166493954149,219178400
2020-03-05,70.71192932128906,72.31242862903635,70.3474076125405,71.33957264179317,187572800
2020-03-06,69.77285766601562,70.2049720207652,67.88991319528947,68.07579124975517,226176800
2020-03-09,64.2543716430664,67.13189718407227,63.489119320777824,63.670171942415024,286744800
2020-03-10,68.8820571899414,69.14760244929552,65.02684393022976,66.90255338767554,285290000
2020-03-11,66.48974609375,67.8874740401239,65.62793406582192,66.96290212891532,255598800
2020-03-12,59.9235954284668,65.17895115078981,59.86807364961435,61.78481820985721,418474000
2020-03-13,67.10293579101562,67.57367559511492,61.06301877546382,63.94538103600016,370732000
2020-03-16,58.47035217285156,62.54282496971143,57.9368487366503,58.40758489593045,322423600
2020-03-17,61.04129409790039,62.187957132183904,57.55059758461941,59.74978379495811,324056000
2020-03-18,59.546993255615234,60.350867249400196,57.241589389983226,57.88131079294163,300233600
2020-03-19,59.09074783325195,61.036459434063396,58.566902685612334,59.72081110917334,271857200
2020-03-20,55.3393440246582,60.79264863512061,55.04000233501268,59.67012006159394,401693200
2020-03-23,54.1636962890625,55.1606938155284,51.3247927605554,55.059304798459365,336752800
2020-03-24,59.59769821166992,59.79323446043245,56.56084169108887,57.05813231967632,287531200
2020-03-25,59.26938247680664,62.3424476958278,58.97486994131572,60.53192162528101,303602000
2020-03-26,62.38832092285156,62.446255405203736,59.472166210481355,59.51079165439952,252087200
2020-03-27,59.8053092956543,61.76791740598874,59.638740277699725,61.014739603264104,204216800
2020-03-30,61.51202392578125,61.683422027854625,60.206030134757754,60.529513617295876,167976400
2020-03-31,61.38650131225586,63.3660094986333,60.8336888557072,61.70274302705608,197002000
2020-04-01,58.15650939941406,60.04186986399155,57.726811528152915,59.50595387920076,176218400
2020-04-02,59.126956939697266,59.18006600388776,57.188487147319506,58.018915768998035,165934000
2020-04-03,58.2772216796875,59.31284110700112,57.68819653151743,58.61277240805976,129880000
2020-04-06,63.361175537109375,63.51566994282337,60.201204676104986,60.568135335844495,201820400
2020-04-07,62.62731170654297,65.58933753055518,62.52350996388426,65.37206847487805,202887200
2020-04-08,64.23023986816406,64.54406151460887,63.061847651130236,63.42636197678972,168895200
2020-04-09,64.69373321533203,65.19585671097452,63.89952086210519,64.86513503536223,161834800
2020-04-13,65.96351623535156,66.07215077341053,64.17229875609489,64.77098217772529,131022800
2020-04-14,69.29484558105469,69.58453261856673,67.12221490085659,67.5929544950518,194994800
